,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Type,Item_Outlet_Sales,High,Medium,Small,Tier 1,Tier 2,Tier 3
4812,DRE13,6.28,0,0.046372661,2,88.5198,3,1998,3,,0,1,0,0,0,1
4813,FDQ34,17.6,0,0.16145695,7,104.4622,5,1985,4,,0,1,0,0,0,1
4814,NCB54,8.76,0,0.050052711,10,128.4336,8,1997,1,,0,0,1,1,0,0
4815,FDS48,15.15,0,0.0,6,149.3708,1,1999,1,,0,1,0,1,0,0
4816,FDO15,16.75,1,0.008583918,3,72.1038,6,2002,1,,0,1,0,0,1,0
4817,NCT30,9.1,0,0.080226072,5,45.7718,4,1987,1,,1,0,0,0,0,1
4818,FDU49,17.6,1,0.030545722,12,85.454,5,1985,4,,0,1,0,0,0,1
4819,FDE21,12.8,0,0.022944688,4,115.0492,8,1997,1,,0,0,1,1,0,0
4820,FDS49,17.6,0,0.138923761,12,78.4644,10,1985,3,,0,0,1,1,0,0
4821,FDT38,17.6,0,0.057258817,1,85.3566,5,1985,4,,0,1,0,0,0,1
4822,FDZ01,8.975,1,0.009077217,12,102.099,6,2002,1,,0,1,0,0,1,0
4823,FDC41,15.6,0,0.116891138,8,75.767,9,2004,1,,0,0,1,0,1,0
4824,DRG13,17.25,0,0.062241994,2,162.7526,3,1998,3,,0,1,0,0,0,1
4825,NCZ42,10.5,0,0.011333911,5,236.8248,2,2009,2,,0,1,0,0,0,1
4826,NCM07,9.395,0,0.040042881,15,84.9908,6,2002,1,,0,1,0,0,1,0
4827,NCV17,18.85,0,0.016173165,10,131.1626,2,2009,2,,0,1,0,0,0,1
4828,DRK39,7.02,0,0.0,1,82.325,9,2004,1,,0,0,1,0,1,0
4829,FDS37,7.655,0,0.032074998,12,114.5492,2,2009,2,,0,1,0,0,0,1
4830,FDV12,17.6,1,0.106583703,6,96.7384,10,1985,3,,0,0,1,1,0,0
4831,NCG19,20.25,0,0.148536185,5,235.9616,2,2009,2,,0,1,0,0,0,1
4832,FDS51,13.35,0,0.032153714,3,62.6194,4,1987,1,,1,0,0,0,0,1
4833,NCO14,9.6,0,0.029643872,5,43.2086,8,1997,1,,0,0,1,1,0,0
4834,FDC38,15.7,0,0.122493968,12,133.9942,8,1997,1,,0,0,1,1,0,0
4835,FDN15,17.5,0,0.0,3,140.418,8,1997,1,,0,0,1,1,0,0
4836,NCH42,6.86,0,0.036506915,5,228.201,4,1987,1,,1,0,0,0,0,1
4837,FDQ22,16.75,0,0.029739652,7,37.7822,8,1997,1,,0,0,1,1,0,0
4838,FDC05,13.1,1,0.09870238,8,195.2768,4,1987,1,,1,0,0,0,0,1
4839,FDZ31,15.35,1,0.113123006,4,191.9504,4,1987,1,,1,0,0,0,0,1
4840,DRJ23,18.35,0,0.041733666,11,190.1872,1,1999,1,,0,1,0,1,0,0
4841,FDC52,11.15,1,0.0,1,151.2708,9,2004,1,,0,0,1,0,1,0
4842,DRD12,6.96,0,0.129206196,2,89.5146,3,1998,3,,0,1,0,0,0,1
4843,FDV55,17.75,0,0.055384948,4,145.7444,7,2007,1,,0,1,0,0,1,0
4844,FDD32,17.7,1,0.040931994,4,81.6276,8,1997,1,,0,0,1,1,0,0
4845,FDR01,5.405,1,0.05370465,12,201.0742,1,1999,1,,0,1,0,1,0,0
4846,FDY08,17.6,1,0.299530629,4,139.9838,10,1985,3,,0,0,1,1,0,0
4847,FDQ45,9.5,1,0.0,7,184.9608,6,2002,1,,0,1,0,0,1,0
4848,DRN11,17.6,0,0.162191037,11,144.7444,5,1985,4,,0,1,0,0,0,1
4849,NCS05,11.5,0,0.021063528,10,134.4942,2,2009,2,,0,1,0,0,0,1
4850,FDY32,7.605,0,0.129216604,4,162.921,9,2004,1,,0,0,1,0,1,0
4851,NCD31,12.1,0,0.015465765,5,165.0526,6,2002,1,,0,1,0,0,1,0
4852,NCE06,5.825,0,0.091627467,5,161.6894,1,1999,1,,0,1,0,1,0,0
4853,NCP14,8.275,0,0.110289757,5,102.8306,8,1997,1,,0,0,1,1,0,0
4854,NCF18,17.6,0,0.15579704,5,191.3504,10,1985,3,,0,0,1,1,0,0
4855,FDF14,7.55,0,0.027280495,12,151.234,2,2009,2,,0,1,0,0,0,1
4856,FDB22,8.02,0,0.112071014,7,154.9998,7,2007,1,,0,1,0,0,1,0
4857,NCH54,13.5,0,0.072782102,5,159.492,1,1999,1,,0,1,0,1,0,0
4858,FDU27,18.6,1,0.171444454,3,49.5376,9,2004,1,,0,0,1,0,1,0
4859,FDS58,17.6,1,0.020904887,7,158.9578,5,1985,4,,0,1,0,0,0,1
4860,NCU29,7.685,0,0.02547263,10,144.576,9,2004,1,,0,0,1,0,1,0
4861,FDJ57,7.42,1,0.021555692,16,186.0582,4,1987,1,,1,0,0,0,0,1
4862,FDL56,14.1,0,0.125976163,4,86.5198,1,1999,1,,0,1,0,1,0,0
4863,FDH60,19.7,1,0.080721764,6,195.611,9,2004,1,,0,0,1,0,1,0
4864,FDN24,14.1,0,0.113728834,6,53.7956,2,2009,2,,0,1,0,0,0,1
4865,FDD02,16.6,0,0.0,12,120.3124,7,2007,1,,0,1,0,0,1,0
4866,FDP15,15.2,0,0.08441738,3,258.233,7,2007,1,,0,1,0,0,1,0
4867,FDB28,17.6,0,0.092933158,1,197.6426,5,1985,4,,0,1,0,0,0,1
4868,DRC49,8.67,0,0.065569288,2,144.6128,6,2002,1,,0,1,0,0,1,0
4869,NCG30,20.2,0,0.112778767,5,123.5046,2,2009,2,,0,1,0,0,0,1
4870,FDJ14,10.3,1,0.050148322,12,79.396,1,1999,1,,0,1,0,1,0,0
4871,FDL52,6.635,1,0.046183676,8,37.0506,6,2002,1,,0,1,0,0,1,0
4872,NCG19,17.6,0,0.147217192,5,234.1616,5,1985,4,,0,1,0,0,0,1
4873,NCN41,17.0,0,0.05219943,10,123.673,9,2004,1,,0,0,1,0,1,0
4874,FDW22,9.695,1,0.03026518,7,223.4114,4,1987,1,,1,0,0,0,0,1
4875,FDI02,15.7,1,0.114469755,12,112.1202,4,1987,1,,1,0,0,0,0,1
4876,FDV51,16.35,0,0.032604886,3,165.0842,6,2002,1,,0,1,0,0,1,0
4877,FDV48,9.195,1,0.051616858,6,79.6644,8,1997,1,,0,0,1,1,0,0
4878,NCL17,17.6,0,0.118673527,10,141.2812,10,1985,3,,0,0,1,1,0,0
4879,FDP46,15.35,0,0.0,7,89.383,6,2002,1,,0,1,0,0,1,0
4880,FDU10,10.1,1,0.045784687,7,35.7848,6,2002,1,,0,1,0,0,1,0
4881,FDT37,14.15,0,0.05903503,12,256.4014,3,1998,3,,0,1,0,0,0,1
4882,FDI27,8.71,1,0.045977618,1,46.7744,9,2004,1,,0,0,1,0,1,0
4883,FDN51,17.85,1,0.020946828,3,261.3936,8,1997,1,,0,0,1,1,0,0
4884,FDW07,18.0,1,0.142661865,4,87.3514,9,2004,1,,0,0,1,0,1,0
4885,FDN45,19.35,0,0.118286387,7,223.7088,1,1999,1,,0,1,0,1,0,0
4886,DRN37,17.6,0,0.0,2,166.0158,5,1985,4,,0,1,0,0,0,1
4887,DRF48,5.73,0,0.051882003,2,188.1898,1,1999,1,,0,1,0,1,0,0
4888,FDP38,17.6,0,0.056206622,12,51.3008,10,1985,3,,0,0,1,1,0,0
4889,NCX18,17.6,0,0.008751398,5,196.111,5,1985,4,,0,1,0,0,0,1
4890,FDK45,11.65,0,0.033996111,16,114.786,2,2009,2,,0,1,0,0,0,1
4891,FDZ37,8.1,1,0.019799238,12,86.5198,1,1999,1,,0,1,0,1,0,0
4892,FDS50,17.0,0,0.055659189,1,223.7114,2,2009,2,,0,1,0,0,0,1
4893,NCR54,16.35,0,0.090931104,5,195.711,2,2009,2,,0,1,0,0,0,1
4894,NCS17,18.6,0,0.080486221,10,94.5436,9,2004,1,,0,0,1,0,1,0
4895,FDV31,9.8,0,0.106717322,4,178.337,8,1997,1,,0,0,1,1,0,0
4896,DRE27,11.85,0,0.133421019,1,96.0726,7,2007,1,,0,1,0,0,1,0
4897,FDN60,15.1,0,0.095078893,6,159.6604,4,1987,1,,1,0,0,0,0,1
4898,FDK26,5.46,1,0.032150627,12,185.124,4,1987,1,,1,0,0,0,0,1
4899,FDX37,16.2,0,0.063286094,12,100.37,2,2009,2,,0,1,0,0,0,1
4900,FDW31,11.35,1,0.043158104,4,197.6742,8,1997,1,,0,0,1,1,0,0
4901,FDX26,17.7,0,0.088166215,1,183.8292,2,2009,2,,0,1,0,0,0,1
4902,DRL49,17.6,0,0.098799937,2,142.2812,10,1985,3,,0,0,1,1,0,0
4903,FDU49,19.5,1,0.030867981,12,86.454,7,2007,1,,0,1,0,0,1,0
4904,FDY58,11.65,0,0.039918581,7,228.7694,8,1997,1,,0,0,1,1,0,0
4905,FDN03,9.8,1,0.015120568,3,248.6408,6,2002,1,,0,1,0,0,1,0
4906,NCV06,11.3,0,0.0,5,192.2478,3,1998,3,,0,1,0,0,0,1
4907,FDH53,20.5,1,0.019238671,8,82.7592,6,2002,1,,0,1,0,0,1,0
4908,FDG31,12.15,0,0.038050764,3,65.9826,2,2009,2,,0,1,0,0,0,1
4909,NCC06,19.0,0,0.027041096,5,129.1336,6,2002,1,,0,1,0,0,1,0
4910,FDS13,6.465,0,0.124699691,12,266.0884,1,1999,1,,0,1,0,1,0,0
4911,FDP16,18.6,0,0.039287423,8,246.8802,9,2004,1,,0,0,1,0,1,0
4912,FDA35,14.85,1,0.053792758,6,121.0072,4,1987,1,,1,0,0,0,0,1
4913,DRP47,15.75,0,0.141176075,11,253.8382,2,2009,2,,0,1,0,0,0,1
4914,FDY28,7.47,1,0.0,8,214.8218,3,1998,3,,0,1,0,0,0,1
4915,FDY20,12.5,1,0.081737302,4,90.9488,9,2004,1,,0,0,1,0,1,0
4916,NCH30,17.1,0,0.067533904,5,111.486,7,2007,1,,0,1,0,0,1,0
4917,NCR29,17.6,0,0.09566912,10,56.793,10,1985,3,,0,0,1,1,0,0
4918,NCP05,19.6,0,0.0,10,149.8024,4,1987,1,,1,0,0,0,0,1
4919,NCF30,17.6,0,0.22103705,5,124.8362,10,1985,3,,0,0,1,1,0,0
4920,FDA08,11.85,1,0.0,4,165.6526,9,2004,1,,0,0,1,0,1,0
4921,FDN51,17.6,1,0.020845392,3,260.5936,5,1985,4,,0,1,0,0,0,1
4922,FDH12,9.6,0,0.084953662,6,107.028,8,1997,1,,0,0,1,1,0,0
4923,FDY39,5.305,1,0.047294706,3,182.1608,7,2007,1,,0,1,0,0,1,0
4924,NCO53,16.2,0,0.175539766,10,183.6608,6,2002,1,,0,1,0,0,1,0
4925,FDB40,17.5,1,0.007539885,1,145.7102,8,1997,1,,0,0,1,1,0,0
4926,FDH02,7.27,1,0.020813453,12,89.6488,1,1999,1,,0,1,0,1,0,0
4927,FDY11,17.6,1,0.029417303,6,64.1142,5,1985,4,,0,1,0,0,0,1
4928,FDQ09,17.6,0,0.10178199,7,113.6834,10,1985,3,,0,0,1,1,0,0
4929,FDP16,18.6,0,0.039262153,8,247.2802,4,1987,1,,1,0,0,0,0,1
4930,NCF55,6.675,0,0.021754595,5,34.1874,2,2009,2,,0,1,0,0,0,1
4931,FDY09,17.6,0,0.025078117,7,176.7054,5,1985,4,,0,1,0,0,0,1
4932,FDY39,5.305,1,0.047124068,3,182.0608,6,2002,1,,0,1,0,0,1,0
4933,NCU53,5.485,0,0.04281828,10,163.9842,1,1999,1,,0,1,0,1,0,0
4934,NCT41,15.7,0,0.056077341,10,152.1024,1,1999,1,,0,1,0,1,0,0
4935,FDJ45,17.75,0,0.073410642,16,35.9216,8,1997,1,,0,0,1,1,0,0
4936,FDR28,13.85,1,0.025874934,8,163.421,4,1987,1,,1,0,0,0,0,1
4937,FDN08,7.72,1,0.088291127,4,118.7466,4,1987,1,,1,0,0,0,0,1
4938,FDJ07,7.26,0,0.0,3,114.515,1,1999,1,,0,1,0,1,0,0
4939,FDZ09,17.6,0,0.104371086,7,164.4868,5,1985,4,,0,1,0,0,0,1
4940,FDQ14,9.27,0,0.062136785,1,150.605,7,2007,1,,0,1,0,0,1,0
4941,FDY12,17.6,1,0.139930125,6,50.5008,5,1985,4,,0,1,0,0,0,1
4942,FDK57,10.195,0,0.08029289,7,120.844,8,1997,1,,0,0,1,1,0,0
4943,FDD20,14.15,0,0.0,4,123.3046,1,1999,1,,0,1,0,1,0,0
4944,FDS36,8.38,1,0.047078339,6,111.357,2,2009,2,,0,1,0,0,0,1
4945,FDI40,11.5,1,0.125798231,8,102.5358,1,1999,1,,0,1,0,1,0,0
4946,FDJ40,13.6,1,0.049689828,8,110.3912,6,2002,1,,0,1,0,0,1,0
4947,FDE08,18.2,0,0.049278643,4,147.1734,4,1987,1,,1,0,0,0,0,1
4948,DRK01,7.63,0,0.061013491,2,96.0436,4,1987,1,,1,0,0,0,0,1
4949,FDC58,10.195,0,0.042007527,7,43.2428,1,1999,1,,0,1,0,1,0,0
4950,FDE50,19.7,1,0.016205646,12,188.8556,8,1997,1,,0,0,1,1,0,0
4951,FDX48,17.75,1,0.037880729,6,152.7656,9,2004,1,,0,0,1,0,1,0
4952,DRM35,9.695,0,0.070731517,11,178.0344,2,2009,2,,0,1,0,0,0,1
4953,FDG41,8.84,1,0.076498396,8,108.9228,4,1987,1,,1,0,0,0,0,1
4954,FDB52,17.75,0,0.030435601,1,255.9672,8,1997,1,,0,0,1,1,0,0
4955,FDV19,14.85,1,0.035328539,4,158.5578,6,2002,1,,0,1,0,0,1,0
4956,DRG48,5.78,0,0.014637395,2,144.7102,7,2007,1,,0,1,0,0,1,0
4957,FDI26,5.94,0,0.034857707,12,180.4344,4,1987,1,,1,0,0,0,0,1
4958,FDU11,17.6,0,0.162119533,13,121.2098,10,1985,3,,0,0,1,1,0,0
4959,FDF59,17.6,0,0.124739062,14,128.102,10,1985,3,,0,0,1,1,0,0
4960,FDR07,21.35,0,0.07786478,4,97.0094,1,1999,1,,0,1,0,1,0,0
4961,NCE06,5.825,0,0.09200271,5,161.8894,7,2007,1,,0,1,0,0,1,0
4962,FDE10,6.67,1,0.089948119,7,132.6626,8,1997,1,,0,0,1,1,0,0
4963,NCO55,12.8,0,0.091037229,15,108.9938,8,1997,1,,0,0,1,1,0,0
4964,FDZ13,7.84,1,0.0,12,51.035,4,1987,1,,1,0,0,0,0,1
4965,FDT50,6.75,1,0.10885123,1,96.8752,7,2007,1,,0,1,0,0,1,0
4966,FDH12,9.6,0,0.142195014,6,105.728,3,1998,3,,0,1,0,0,0,1
4967,FDD21,10.3,1,0.030631225,4,116.4176,6,2002,1,,0,1,0,0,1,0
4968,NCM05,6.825,0,0.059797172,10,263.2226,4,1987,1,,1,0,0,0,0,1
4969,FDK04,7.36,0,0.0,8,59.2588,4,1987,1,,1,0,0,0,0,1
4970,FDN33,6.305,1,0.123812157,7,96.3436,7,2007,1,,0,1,0,0,1,0
4971,NCM18,13.0,0,0.138660307,5,62.9194,3,1998,3,,0,1,0,0,0,1
4972,DRC25,5.73,0,0.045442396,2,85.4882,1,1999,1,,0,1,0,1,0,0
4973,FDT47,5.26,1,0.024647467,13,96.4068,7,2007,1,,0,1,0,0,1,0
4974,FDD45,17.6,0,0.115686024,4,96.0436,5,1985,4,,0,1,0,0,0,1
4975,NCD07,9.1,0,0.055654536,5,114.1518,2,2009,2,,0,1,0,0,0,1
4976,NCY54,8.43,0,0.297424743,5,174.2422,3,1998,3,,0,1,0,0,0,1
4977,FDL12,15.85,1,0.121821828,6,60.722,1,1999,1,,0,1,0,1,0,0
4978,FDL02,20.0,1,0.104672114,12,105.2622,7,2007,1,,0,1,0,0,1,0
4979,FDC60,5.425,1,0.114450757,6,90.3514,9,2004,1,,0,0,1,0,1,0
4980,FDR37,16.5,1,0.066624286,9,180.9292,7,2007,1,,0,1,0,0,1,0
4981,FDY16,18.35,1,0.0,8,184.6266,7,2007,1,,0,1,0,0,1,0
4982,FDU26,16.7,1,0.042705388,1,120.2782,6,2002,1,,0,1,0,0,1,0
4983,FDN24,14.1,0,0.113173172,6,52.9956,4,1987,1,,1,0,0,0,0,1
4984,FDH44,19.1,1,0.025850623,4,149.0418,4,1987,1,,1,0,0,0,0,1
4985,FDE23,17.6,1,0.089014099,14,46.506,3,1998,3,,0,1,0,0,0,1
4986,FDW60,5.44,1,0.017158459,6,176.037,7,2007,1,,0,1,0,0,1,0
4987,FDQ55,13.65,1,0.013058345,4,116.3834,1,1999,1,,0,1,0,1,0,0
4988,FDV32,17.6,0,0.088278814,4,62.051,5,1985,4,,0,1,0,0,0,1
4989,FDV03,17.6,0,0.097232874,3,156.0314,3,1998,3,,0,1,0,0,0,1
4990,FDY14,10.3,0,0.117232927,1,266.2226,3,1998,3,,0,1,0,0,0,1
4991,NCL55,17.6,0,0.064347565,15,253.504,5,1985,4,,0,1,0,0,0,1
4992,DRF25,9.0,0,0.039145429,2,38.619,7,2007,1,,0,1,0,0,1,0
4993,FDX03,15.85,1,0.061095976,3,44.6744,8,1997,1,,0,0,1,1,0,0
4994,FDF40,20.25,1,0.022557789,1,247.7092,6,2002,1,,0,1,0,0,1,0
4995,FDX24,8.355,0,0.023314389,6,91.2462,3,1998,3,,0,1,0,0,0,1
4996,FDA25,16.5,1,0.068231673,12,102.899,1,1999,1,,0,1,0,1,0,0
4997,FDH21,10.395,0,0.03135221,16,158.6604,2,2009,2,,0,1,0,0,0,1
4998,FDB47,8.8,0,0.119558153,7,210.5612,3,1998,3,,0,1,0,0,0,1
4999,FDT34,17.6,0,0.305264825,7,105.5964,10,1985,3,,0,0,1,1,0,0
5000,FDS39,6.895,0,0.037594397,3,140.8812,3,1998,3,,0,1,0,0,0,1
5001,NCU05,11.8,0,0.058736238,10,78.5618,8,1997,1,,0,0,1,1,0,0
5002,FDE02,8.71,0,0.121438886,12,93.6778,1,1999,1,,0,1,0,1,0,0
5003,FDL25,6.92,1,0.130900158,9,91.2804,9,2004,1,,0,0,1,0,1,0
5004,FDC50,15.85,0,0.136710131,12,94.1094,1,1999,1,,0,1,0,1,0,0
5005,FDZ32,7.785,1,0.038192036,4,106.5964,1,1999,1,,0,1,0,1,0,0
5006,FDV14,19.85,0,0.04458772,1,86.9856,6,2002,1,,0,1,0,0,1,0
5007,FDR07,21.35,0,0.077901576,4,96.9094,6,2002,1,,0,1,0,0,1,0
5008,FDB26,14.0,1,0.031316108,12,52.564,1,1999,1,,0,1,0,1,0,0
5009,NCR50,20.2,0,0.011844058,5,152.534,6,2002,1,,0,1,0,0,1,0
5010,FDP01,20.75,1,0.063583911,9,153.7682,2,2009,2,,0,1,0,0,0,1
5011,FDH57,10.895,0,0.035820019,4,130.5284,6,2002,1,,0,1,0,0,1,0
5012,FDM60,17.6,1,0.047910156,6,39.8138,5,1985,4,,0,1,0,0,0,1
5013,FDA45,21.25,0,0.0,7,174.537,7,2007,1,,0,1,0,0,1,0
5014,FDU55,16.2,0,0.036114404,4,258.8278,7,2007,1,,0,1,0,0,1,0
5015,FDH40,11.6,1,0.078914647,8,83.1276,9,2004,1,,0,0,1,0,1,0
5016,FDG40,17.6,0,0.06972729,8,33.2558,10,1985,3,,0,0,1,1,0,0
5017,FDT12,6.215,1,0.04969885,6,223.9062,1,1999,1,,0,1,0,1,0,0
5018,DRL59,16.75,0,0.021267169,11,53.2298,6,2002,1,,0,1,0,0,1,0
5019,FDT47,5.26,1,0.024608674,13,98.8068,2,2009,2,,0,1,0,0,0,1
5020,FDI60,7.22,1,0.038537981,6,64.951,7,2007,1,,0,1,0,0,1,0
5021,DRF51,17.6,0,0.165035146,1,37.6506,5,1985,4,,0,1,0,0,0,1
5022,NCK31,10.895,0,0.027089826,15,50.6666,1,1999,1,,0,1,0,1,0,0
5023,FDB08,6.055,0,0.031166435,4,160.1578,6,2002,1,,0,1,0,0,1,0
5024,FDM44,12.5,0,0.031043803,4,101.799,9,2004,1,,0,0,1,0,1,0
5025,FDD46,6.035,0,0.141831427,7,152.4998,2,2009,2,,0,1,0,0,0,1
5026,FDR27,17.6,1,0.168259451,3,130.4942,10,1985,3,,0,0,1,1,0,0
5027,FDV56,16.1,1,0.022756451,4,108.8596,3,1998,3,,0,1,0,0,0,1
5028,FDM02,12.5,1,0.073849696,12,86.3198,1,1999,1,,0,1,0,1,0,0
5029,FDU45,15.6,1,0.035650779,7,112.9518,2,2009,2,,0,1,0,0,0,1
5030,FDZ10,17.85,0,0.044714995,7,125.402,7,2007,1,,0,1,0,0,1,0
5031,NCK31,10.895,0,0.045272429,15,50.2666,3,1998,3,,0,1,0,0,0,1
5032,FDR27,15.1,1,0.09608226,3,134.2942,9,2004,1,,0,0,1,0,1,0
5033,FDF33,7.97,0,0.021517566,16,108.2596,4,1987,1,,1,0,0,0,0,1
5034,FDJ36,14.5,1,0.128260071,6,104.1332,8,1997,1,,0,0,1,1,0,0
5035,FDP33,18.7,0,0.089411048,7,254.8672,1,1999,1,,0,1,0,1,0,0
5036,FDG17,6.865,1,0.035840212,8,245.0486,8,1997,1,,0,0,1,1,0,0
5037,FDG47,17.6,0,0.069281708,14,263.5252,5,1985,4,,0,1,0,0,0,1
5038,NCW29,14.0,0,0.028862957,10,128.431,8,1997,1,,0,0,1,1,0,0
5039,DRH59,10.8,0,0.058763973,11,72.238,7,2007,1,,0,1,0,0,1,0
5040,FDR32,6.78,1,0.086293322,4,229.3694,7,2007,1,,0,1,0,0,1,0
5041,FDP48,7.52,1,0.044014888,6,181.795,9,2004,1,,0,0,1,0,1,0
5042,FDG17,6.865,1,0.035833435,8,244.7486,9,2004,1,,0,0,1,0,1,0
5043,DRJ59,11.65,0,0.01948183,11,40.1164,7,2007,1,,0,1,0,0,1,0
5044,FDY48,17.6,0,0.023619935,6,103.3332,5,1985,4,,0,1,0,0,0,1
5045,FDB02,9.695,1,0.029164278,12,175.237,8,1997,1,,0,0,1,1,0,0
5046,FDN10,17.6,0,0.080756828,7,118.0124,10,1985,3,,0,0,1,1,0,0
5047,NCD55,14.0,0,0.024326578,5,41.9454,9,2004,1,,0,0,1,0,1,0
5048,FDX34,6.195,0,0.071925626,7,121.9098,4,1987,1,,1,0,0,0,0,1
5049,FDZ38,17.6,0,0.008017245,1,170.8422,6,2002,1,,0,1,0,0,1,0
5050,DRF37,17.25,0,0.084463753,2,262.291,1,1999,1,,0,1,0,1,0,0
5051,DRL47,17.6,0,0.067823104,11,124.6362,10,1985,3,,0,0,1,1,0,0
5052,FDL27,6.17,0,0.0,3,64.0826,9,2004,1,,0,0,1,0,1,0
5053,NCP53,14.75,0,0.032884127,10,236.5906,9,2004,1,,0,0,1,0,1,0
5054,FDT03,17.6,0,0.017506543,3,184.0608,10,1985,3,,0,0,1,1,0,0
5055,FDJ28,12.3,0,0.021856851,8,191.8162,9,2004,1,,0,0,1,0,1,0
5056,FDF40,20.25,1,0.022603838,1,248.1092,2,2009,2,,0,1,0,0,0,1
5057,FDA32,14.0,0,0.030088502,4,216.6192,9,2004,1,,0,0,1,0,1,0
5058,NCP02,7.105,0,0.045062219,5,58.4562,7,2007,1,,0,1,0,0,1,0
5059,FDZ31,15.35,1,0.11344683,4,193.7504,6,2002,1,,0,1,0,0,1,0
5060,NCQ29,12.0,0,0.104143397,10,262.2278,4,1987,1,,1,0,0,0,0,1
5061,FDP57,17.5,0,0.087780702,7,105.099,3,1998,3,,0,1,0,0,0,1
5062,FDL32,17.6,1,0.121873881,4,113.1544,5,1985,4,,0,1,0,0,0,1
5063,DRB01,7.39,0,0.0,2,191.753,9,2004,1,,0,0,1,0,1,0
5064,FDJ40,13.6,1,0.049589259,8,109.7912,8,1997,1,,0,0,1,1,0,0
5065,FDO24,11.1,0,0.176933493,6,159.1604,2,2009,2,,0,1,0,0,0,1
5066,FDO11,8.0,1,0.030388183,13,247.8092,2,2009,2,,0,1,0,0,0,1
5067,FDA56,9.21,0,0.008763128,4,120.2414,9,2004,1,,0,0,1,0,1,0
5068,FDF02,16.2,0,0.103683012,12,105.099,6,2002,1,,0,1,0,0,1,0
5069,FDA10,20.35,0,0.141697997,7,122.5072,4,1987,1,,1,0,0,0,0,1
5070,NCI55,18.6,0,0.012725138,5,121.8414,7,2007,1,,0,1,0,0,1,0
5071,FDZ40,8.935,0,0.067257683,8,53.3298,3,1998,3,,0,1,0,0,0,1
5072,FDV08,7.35,0,0.028639386,4,41.7454,1,1999,1,,0,1,0,1,0,0
5073,FDN48,13.35,0,0.064896679,6,90.0804,4,1987,1,,1,0,0,0,0,1
5074,FDU57,8.27,1,0.090060741,7,150.3708,7,2007,1,,0,1,0,0,1,0
5075,DRF49,7.27,0,0.071018789,2,114.4518,4,1987,1,,1,0,0,0,0,1
5076,FDS02,10.195,1,0.145839766,1,194.9794,9,2004,1,,0,0,1,0,1,0
5077,FDS43,11.65,0,0.040514888,4,186.524,8,1997,1,,0,0,1,1,0,0
5078,FDT16,9.895,1,0.048621862,8,259.1278,4,1987,1,,1,0,0,0,0,1
5079,FDX19,17.6,0,0.096265377,4,233.7958,5,1985,4,,0,1,0,0,0,1
5080,FDK15,10.8,0,0.098413825,3,98.8042,8,1997,1,,0,0,1,1,0,0
5081,DRA12,11.6,0,0.041009558,2,141.0154,1,1999,1,,0,1,0,1,0,0
5082,FDY35,17.6,1,0.01611834,13,45.2402,7,2007,1,,0,1,0,0,1,0
5083,NCU42,9.0,0,0.019490421,5,169.3474,4,1987,1,,1,0,0,0,0,1
5084,FDD26,8.71,1,0.072095416,12,184.7924,4,1987,1,,1,0,0,0,0,1
5085,FDR11,10.5,1,0.143118865,13,160.8578,2,2009,2,,0,1,0,0,0,1
5086,NCP53,14.75,0,0.032957049,10,239.1906,6,2002,1,,0,1,0,0,1,0
5087,FDP34,12.85,0,0.13750615,7,156.863,6,2002,1,,0,1,0,0,1,0
5088,NCV41,17.6,0,0.029832699,10,109.7228,10,1985,3,,0,0,1,1,0,0
5089,FDN20,19.35,0,0.026288547,4,167.0474,2,2009,2,,0,1,0,0,0,1
5090,FDZ16,16.85,1,0.0,8,193.2478,2,2009,2,,0,1,0,0,0,1
5091,FDZ28,20.0,1,0.051572555,8,126.9678,1,1999,1,,0,1,0,1,0,0
5092,NCL55,12.15,0,0.064606878,15,253.604,4,1987,1,,1,0,0,0,0,1
5093,NCJ17,7.68,0,0.152556491,10,85.1224,8,1997,1,,0,0,1,1,0,0
5094,FDT37,14.15,0,0.0,12,255.8014,8,1997,1,,0,0,1,1,0,0
5095,FDV51,16.35,0,0.032589486,3,167.7842,1,1999,1,,0,1,0,1,0,0
5096,FDZ28,20.0,1,0.051482762,8,128.8678,9,2004,1,,0,0,1,0,1,0
5097,FDN27,20.85,0,0.039529574,3,117.7808,4,1987,1,,1,0,0,0,0,1
5098,FDS14,17.6,0,0.087480308,1,158.3288,10,1985,3,,0,0,1,1,0,0
5099,FDZ58,17.85,0,0.052282677,7,122.5072,6,2002,1,,0,1,0,0,1,0
5100,FDD46,6.035,0,0.14125601,7,155.3998,8,1997,1,,0,0,1,1,0,0
5101,FDJ03,12.35,1,0.072381223,1,48.4692,9,2004,1,,0,0,1,0,1,0
5102,FDU03,18.7,1,0.153282667,3,180.4292,3,1998,3,,0,1,0,0,0,1
5103,FDA33,17.6,0,0.033735736,7,148.5076,5,1985,4,,0,1,0,0,0,1
5104,NCW53,18.35,0,0.030489311,10,191.1162,9,2004,1,,0,0,1,0,1,0
5105,NCC55,10.695,0,0.064123807,5,36.9848,7,2007,1,,0,1,0,0,1,0
5106,FDP52,17.6,1,0.123772093,8,229.801,10,1985,3,,0,0,1,1,0,0
5107,FDE39,7.89,0,0.036190683,1,120.4782,1,1999,1,,0,1,0,1,0,0
